gene,category
ENSDARG00000007241,ossification
ENSDARG00000007241,ossification
ENSDARG00000059054,ossification
ENSDARG00000059054,ossification
ENSDARG00000101701,ossification
ENSDARG00000101701,ossification
ENSDARG00000009020,ossification
ENSDARG00000009020,ossification
ENSDARG00000009020,ossification
ENSDARG00000099860,ossification
ENSDARG00000099860,ossification
ENSDARG00000112919,ossification
ENSDARG00000112919,ossification
ENSDARG00000009196,ossification
ENSDARG00000009196,ossification
ENSDARG00000044254,ossification
ENSDARG00000109335,ossification
ENSDARG00000044254,ossification
ENSDARG00000109335,ossification
ENSDARG00000101569,ossification
ENSDARG00000101569,ossification
ENSDARG00000031848,ossification
ENSDARG00000031848,ossification
ENSDARG00000031848,ossification
ENSDARG00000031848,ossification
ENSDARG00000016939,ossification
ENSDARG00000094704,ossification
ENSDARG00000094704,ossification
ENSDARG00000109719,ossification
ENSDARG00000039970,ossification
ENSDARG00000109719,ossification
ENSDARG00000039970,ossification
ENSDARG00000116775,ossification
ENSDARG00000117092,ossification
ENSDARG00000053625,ossification
ENSDARG00000116775,ossification
ENSDARG00000117092,ossification
ENSDARG00000053625,ossification
ENSDARG00000041165,ossification
ENSDARG00000041165,ossification
ENSDARG00000041165,ossification
ENSDARG00000089109,ossification
ENSDARG00000089109,ossification
ENSDARG00000112889,ossification
ENSDARG00000112889,ossification
ENSDARG00000112889,ossification
ENSDARG00000063438,ossification
ENSDARG00000063438,ossification
ENSDARG00000069808,ossification
ENSDARG00000069808,ossification
ENSDARG00000013128,ossification
ENSDARG00000013128,ossification
ENSDARG00000031848,ossification
ENSDARG00000031848,ossification
ENSDARG00000031848,ossification
ENSDARG00000031848,ossification
ENSDARG00000054323,ossification
ENSDARG00000054323,ossification
ENSDARG00000031777,ossification
ENSDARG00000031777,ossification
ENSDARG00000088124,ossification
ENSDARG00000088124,ossification
ENSDARG00000061259,ossification
ENSDARG00000113477,ossification
ENSDARG00000111730,ossification
ENSDARG00000054510,ossification
ENSDARG00000054510,ossification
ENSDARG00000111730,ossification
ENSDARG00000111382,pigmentation
ENSDARG00000056481,pigmentation
ENSDARG00000029036,pigmentation
ENSDARG00000029036,pigmentation
ENSDARG00000029036,pigmentation
ENSDARG00000030097,pigmentation
ENSDARG00000015425,pigmentation
ENSDARG00000112747,pigmentation
ENSDARG00000111200,pigmentation
ENSDARG00000011259,pigmentation
ENSDARG00000044767,pigmentation
ENSDARG00000041165,pigmentation
ENSDARG00000041165,pigmentation
ENSDARG00000041165,pigmentation
ENSDARG00000112889,pigmentation
ENSDARG00000112889,pigmentation
ENSDARG00000112889,pigmentation
ENSDARG00000067509,pigmentation
ENSDARG00000112052,pigmentation
ENSDARG00000089334,pigmentation
ENSDARG00000089334,pigmentation
ENSDARG00000112052,pigmentation
ENSDARG00000021032,pigmentation
ENSDARG00000021032,pigmentation
ENSDARG00000033551,pigmentation
ENSDARG00000101089,pigmentation
ENSDARG00000101089,pigmentation
ENSDARG00000003293,pigmentation
ENSDARG00000003293,pigmentation
ENSDARG00000003293,pigmentation
ENSDARG00000043923,pigmentation
ENSDARG00000043923,pigmentation
ENSDARG00000043923,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000059279,pigmentation
ENSDARG00000116377,pigmentation
ENSDARG00000002933,pigmentation
ENSDARG00000033539,pigmentation
ENSDARG00000033539,pigmentation
ENSDARG00000016181,pigmentation
ENSDARG00000029524,pigmentation
ENSDARG00000029524,pigmentation
ENSDARG00000079848,pigmentation
ENSDARG00000032431,pigmentation
ENSDARG00000029230,pigmentation
ENSDARG00000057575,pigmentation
ENSDARG00000042336,pigmentation
ENSDARG00000115253,pigmentation
ENSDARG00000116322,pigmentation
ENSDARG00000116322,pigmentation
ENSDARG00000042336,pigmentation
ENSDARG00000115253,pigmentation
ENSDARG00000016809,pigmentation
ENSDARG00000042018,pigmentation
ENSDARG00000003991,pigmentation
ENSDARG00000053498,pigmentation
ENSDARG00000053498,pigmentation
ENSDARG00000062688,pigmentation
ENSDARG00000095833,pigmentation
ENSDARG00000100349,pigmentation
ENSDARG00000042861,pigmentation
ENSDARG00000116109,pigmentation
ENSDARG00000103953,pigmentation
ENSDARG00000109815,pigmentation
ENSDARG00000116469,pigmentation
ENSDARG00000114560,pigmentation
ENSDARG00000061303,pigmentation
ENSDARG00000114560,pigmentation
ENSDARG00000061303,pigmentation
ENSDARG00000057437,pigmentation
ENSDARG00000102142,pigmentation
ENSDARG00000055172,pigmentation
ENSDARG00000068021,pigmentation
ENSDARG00000060350,pigmentation
ENSDARG00000111233,pigmentation
ENSDARG00000100398,pigmentation
ENSDARG00000100398,pigmentation
ENSDARG00000111233,pigmentation
ENSDARG00000029894,pigmentation
ENSDARG00000029894,pigmentation
ENSDARG00000053269,pigmentation
ENSDARG00000053269,pigmentation
ENSDARG00000053961,pigmentation
ENSDARG00000053961,pigmentation
ENSDARG00000055240,pigmentation
ENSDARG00000055240,pigmentation
ENSDARG00000113273,pigmentation
ENSDARG00000063288,pigmentation
ENSDARG00000063288,pigmentation
ENSDARG00000113273,pigmentation
ENSDARG00000070818,pigmentation
ENSDARG00000070818,pigmentation
ENSDARG00000055554,pigmentation
ENSDARG00000055554,pigmentation
ENSDARG00000055554,pigmentation
ENSDARG00000004870,pigmentation
ENSDARG00000014321,pigmentation
ENSDARG00000104117,pigmentation
ENSDARG00000016526,pigmentation
ENSDARG00000029764,pigmentation
ENSDARG00000045695,pigmentation
ENSDARG00000045695,pigmentation
ENSDARG00000039434,pigmentation
ENSDARG00000098312,pigmentation
ENSDARG00000031681,pigmentation
ENSDARG00000031681,pigmentation
ENSDARG00000110774,pigmentation
ENSDARG00000014634,pigmentation
ENSDARG00000109507,pigmentation
ENSDARG00000102184,pigmentation
ENSDARG00000058115,pigmentation
ENSDARG00000055659,pigmentation
ENSDARG00000013847,pigmentation
ENSDARG00000013847,pigmentation
ENSDARG00000013847,pigmentation
ENSDARG00000013847,pigmentation
ENSDARG00000070913,pigmentation
ENSDARG00000032199,pigmentation
ENSDARG00000007241,pigmentation
ENSDARG00000007241,pigmentation
ENSDARG00000013795,pigmentation
ENSDARG00000052131,pigmentation
ENSDARG00000019963,pigmentation
ENSDARG00000053326,pigmentation
ENSDARG00000040046,pigmentation
ENSDARG00000098730,pigmentation
ENSDARG00000017037,pigmentation
ENSDARG00000093420,pigmentation
ENSDARG00000115803,pigmentation
ENSDARG00000069926,pigmentation
ENSDARG00000057166,pigmentation
ENSDARG00000076856,pigmentation
ENSDARG00000071863,pigmentation
ENSDARG00000110301,pigmentation
ENSDARG00000079198,pigmentation
ENSDARG00000020354,pigmentation
ENSDARG00000069989,pigmentation
ENSDARG00000069989,pigmentation
ENSDARG00000103609,pigmentation
ENSDARG00000087762,pigmentation
ENSDARG00000061635,pigmentation
ENSDARG00000116722,pigmentation
ENSDARG00000026170,pigmentation
ENSDARG00000111208,pigmentation
ENSDARG00000010002,pigmentation
ENSDARG00000025218,pigmentation
ENSDARG00000063007,pigmentation
ENSDARG00000088124,pigmentation
ENSDARG00000088124,pigmentation
ENSDARG00000102626,pigmentation
ENSDARG00000077516,pigmentation
ENSDARG00000078675,pigmentation
ENSDARG00000115381,pigmentation
ENSDARG00000055374,pigmentation
ENSDARG00000011487,pigmentation
ENSDARG00000104484,pigmentation
ENSDARG00000094704,pigmentation
ENSDARG00000094704,pigmentation
ENSDARG00000103935,pigmentation
ENSDARG00000053586,pigmentation
ENSDARG00000100420,pigmentation
ENSDARG00000100420,pigmentation
ENSDARG00000038574,pigmentation
ENSDARG00000038574,pigmentation
ENSDARG00000061737,pigmentation
ENSDARG00000042933,pigmentation
ENSDARG00000042933,pigmentation
ENSDARG00000077769,pigmentation
ENSDARG00000099088,pigmentation
ENSDARG00000104314,pigmentation
ENSDARG00000113529,pigmentation
ENSDARG00000074591,pigmentation
ENSDARG00000009418,pigmentation
ENSDARG00000102050,pigmentation
ENSDARG00000006560,pigmentation
ENSDARG00000070433,pigmentation
ENSDARG00000089109,pigmentation
ENSDARG00000089109,pigmentation
ENSDARG00000111730,pigmentation
ENSDARG00000054510,pigmentation
ENSDARG00000054510,pigmentation
ENSDARG00000111730,pigmentation
ENSDARG00000077791,pigmentation
ENSDARG00000079144,pigmentation
ENSDARG00000058903,pigmentation
ENSDARG00000061421,pigmentation
ENSDARG00000078363,pigmentation
ENSDARG00000056926,pigmentation
ENSDARG00000012982,pigmentation
ENSDARG00000020237,pigmentation
ENSDARG00000043135,pigmentation
ENSDARG00000043135,pigmentation
ENSDARG00000043135,pigmentation
ENSDARG00000111351,pigmentation
ENSDARG00000011091,pigmentation
ENSDARG00000020143,pigmentation
ENSDARG00000029036,pigmentation
ENSDARG00000029036,pigmentation
ENSDARG00000029036,pigmentation
ENSDARG00000076416,pigmentation
ENSDARG00000004796,pigmentation
ENSDARG00000019556,pigmentation
ENSDARG00000008890,pigmentation
ENSDARG00000076371,pigmentation
ENSDARG00000004184,pigmentation
ENSDARG00000078416,pigmentation
ENSDARG00000043242,pigmentation
ENSDARG00000069977,pigmentation
ENSDARG00000100072,pigmentation
ENSDARG00000062164,pigmentation
ENSDARG00000110632,pigmentation
ENSDARG00000077858,pigmentation
ENSDARG00000041165,pigmentation
ENSDARG00000041165,pigmentation
ENSDARG00000041165,pigmentation
ENSDARG00000062338,pigmentation
ENSDARG00000115964,pigmentation
ENSDARG00000111349,pigmentation
ENSDARG00000112889,pigmentation
ENSDARG00000112889,pigmentation
ENSDARG00000112889,pigmentation
ENSDARG00000069307,pigmentation
ENSDARG00000069307,pigmentation
ENSDARG00000069307,pigmentation
ENSDARG00000071384,pigmentation
ENSDARG00000069808,pigmentation
ENSDARG00000069808,pigmentation
ENSDARG00000101281,pigmentation
NA,pigmentation
ENSDARG00000003732,pigmentation
ENSDARG00000039077,pigmentation
ENSDARG00000043317,pigmentation
ENSDARG00000112052,pigmentation
ENSDARG00000089334,pigmentation
ENSDARG00000089334,pigmentation
ENSDARG00000112052,pigmentation
ENSDARG00000021032,pigmentation
ENSDARG00000021032,pigmentation
ENSDARG00000006008,pigmentation
ENSDARG00000015554,pigmentation
ENSDARG00000003293,pigmentation
ENSDARG00000003293,pigmentation
ENSDARG00000003293,pigmentation
ENSDARG00000043923,pigmentation
ENSDARG00000043923,pigmentation
ENSDARG00000043923,pigmentation
ENSDARG00000099101,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000037833,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000015427,pigmentation
ENSDARG00000036232,pigmentation
ENSDARG00000043213,pigmentation
ENSDARG00000029524,pigmentation
ENSDARG00000029524,pigmentation
ENSDARG00000008861,pigmentation
ENSDARG00000040065,pigmentation
ENSDARG00000013457,pigmentation
ENSDARG00000111636,pigmentation
ENSDARG00000036831,pigmentation
ENSDARG00000011076,pigmentation
ENSDARG00000042336,pigmentation
ENSDARG00000115253,pigmentation
ENSDARG00000116322,pigmentation
ENSDARG00000116322,pigmentation
ENSDARG00000042336,pigmentation
ENSDARG00000115253,pigmentation
ENSDARG00000056151,pigmentation
ENSDARG00000056138,pigmentation
ENSDARG00000110287,pigmentation
ENSDARG00000036993,pigmentation
ENSDARG00000070917,pigmentation
ENSDARG00000116557,pigmentation
ENSDARG00000058042,pigmentation
ENSDARG00000043443,pigmentation
ENSDARG00000062481,pigmentation
ENSDARG00000002593,pigmentation
ENSDARG00000111365,pigmentation
ENSDARG00000053498,pigmentation
ENSDARG00000053498,pigmentation
ENSDARG00000093093,pigmentation
ENSDARG00000112518,pigmentation
ENSDARG00000114121,pigmentation
ENSDARG00000070991,pigmentation
ENSDARG00000036338,pigmentation
ENSDARG00000114560,pigmentation
ENSDARG00000061303,pigmentation
ENSDARG00000114560,pigmentation
ENSDARG00000061303,pigmentation
ENSDARG00000057465,pigmentation
ENSDARG00000024771,pigmentation
ENSDARG00000069450,pigmentation
ENSDARG00000037178,pigmentation
ENSDARG00000112354,pigmentation
ENSDARG00000058598,pigmentation
ENSDARG00000109783,pigmentation
ENSDARG00000029204,pigmentation
ENSDARG00000030621,pigmentation
ENSDARG00000109947,pigmentation
ENSDARG00000002792,pigmentation
ENSDARG00000091298,pigmentation
ENSDARG00000115979,pigmentation
ENSDARG00000025147,pigmentation
ENSDARG00000102394,pigmentation
ENSDARG00000111747,pigmentation
ENSDARG00000007654,pigmentation
ENSDARG00000089207,pigmentation
ENSDARG00000034572,pigmentation
ENSDARG00000055115,pigmentation
ENSDARG00000031214,pigmentation
ENSDARG00000009342,pigmentation
ENSDARG00000007597,pigmentation
ENSDARG00000113488,pigmentation
ENSDARG00000101116,pigmentation
ENSDARG00000016463,pigmentation
ENSDARG00000016463,pigmentation
ENSDARG00000068828,pigmentation
ENSDARG00000013669,pigmentation
ENSDARG00000109915,pigmentation
ENSDARG00000038991,pigmentation
ENSDARG00000014171,pigmentation
ENSDARG00000055206,pigmentation
ENSDARG00000033760,pigmentation
ENSDARG00000100082,pigmentation
ENSDARG00000071424,pigmentation
ENSDARG00000114974,pigmentation
ENSDARG00000074471,pigmentation
ENSDARG00000062382,pigmentation
ENSDARG00000069101,pigmentation
ENSDARG00000046081,pigmentation
ENSDARG00000061024,pigmentation
ENSDARG00000015749,pigmentation
ENSDARG00000042933,pigmentation
ENSDARG00000042933,pigmentation
ENSDARG00000071062,pigmentation
ENSDARG00000008575,pigmentation
ENSDARG00000113634,pigmentation
ENSDARG00000096249,pigmentation
ENSDARG00000115883,pigmentation
ENSDARG00000069594,pigmentation
ENSDARG00000107912,pigmentation
ENSDARG00000099871,pigmentation
ENSDARG00000041332,pigmentation
ENSDARG00000005972,pigmentation
ENSDARG00000116212,pigmentation
ENSDARG00000029663,pigmentation
ENSDARG00000031388,pigmentation
ENSDARG00000007825,pigmentation
ENSDARG00000041878,pigmentation
ENSDARG00000019743,pigmentation
ENSDARG00000090086,pigmentation
ENSDARG00000007247,pigmentation
ENSDARG00000016463,pigmentation
ENSDARG00000016463,pigmentation
ENSDARG00000041450,pigmentation
ENSDARG00000109465,pigmentation
ENSDARG00000003446,pigmentation
ENSDARG00000101908,pigmentation
ENSDARG00000110883,pigmentation
ENSDARG00000044632,pigmentation
ENSDARG00000067920,pigmentation
ENSDARG00000100420,pigmentation
ENSDARG00000100420,pigmentation
ENSDARG00000056753,pigmentation
ENSDARG00000111270,pigmentation
ENSDARG00000068628,pigmentation
ENSDARG00000114110,pigmentation
ENSDARG00000116610,pigmentation
ENSDARG00000069089,pigmentation
ENSDARG00000116610,pigmentation
ENSDARG00000069089,pigmentation
NA,pigmentation
ENSDARG00000055554,pigmentation
ENSDARG00000055554,pigmentation
ENSDARG00000055554,pigmentation
ENSDARG00000018693,pigmentation
ENSDARG00000117201,pigmentation
ENSDARG00000031894,pigmentation
ENSDARG00000058822,pigmentation
ENSDARG00000058822,pigmentation
ENSDARG00000091419,pigmentation
ENSDARG00000111485,pigmentation
ENSDARG00000018958,pigmentation
ENSDARG00000069989,pigmentation
ENSDARG00000069989,pigmentation
ENSDARG00000076472,pigmentation
ENSDARG00000101089,pigmentation
ENSDARG00000101089,pigmentation
ENSDARG00000033539,pigmentation
ENSDARG00000033539,pigmentation
ENSDARG00000001220,pigmentation
ENSDARG00000113355,pigmentation
ENSDARG00000098588,pigmentation
ENSDARG00000031981,pigmentation
ENSDARG00000004406,pigmentation
ENSDARG00000055240,pigmentation
ENSDARG00000055240,pigmentation
ENSDARG00000040190,pigmentation
ENSDARG00000037378,pigmentation
ENSDARG00000115067,pigmentation
ENSDARG00000115308,pigmentation
ENSDARG00000058553,pigmentation
NA,pigmentation
ENSDARG00000010192,pigmentation
ENSDARG00000111233,pigmentation
ENSDARG00000100398,pigmentation
ENSDARG00000100398,pigmentation
ENSDARG00000111233,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000102986,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000077467,pigmentation
ENSDARG00000029894,pigmentation
ENSDARG00000029894,pigmentation
ENSDARG00000055357,pigmentation
ENSDARG00000053269,pigmentation
ENSDARG00000053269,pigmentation
ENSDARG00000007671,pigmentation
ENSDARG00000007671,pigmentation
ENSDARG00000007671,pigmentation
ENSDARG00000053961,pigmentation
ENSDARG00000053961,pigmentation
ENSDARG00000113273,pigmentation
ENSDARG00000063288,pigmentation
ENSDARG00000063288,pigmentation
ENSDARG00000113273,pigmentation
ENSDARG00000070818,pigmentation
ENSDARG00000070818,pigmentation
ENSDARG00000011582,pigmentation
ENSDARG00000112689,pigmentation
ENSDARG00000054771,pigmentation
ENSDARG00000112689,pigmentation
ENSDARG00000054771,pigmentation
ENSDARG00000112689,pigmentation
ENSDARG00000054771,pigmentation
ENSDARG00000028348,pigmentation
ENSDARG00000070453,pigmentation
ENSDARG00000002193,vision
ENSDARG00000044862,vision
ENSDARG00000115464,vision
ENSDARG00000017274,vision
ENSDARG00000115330,vision
ENSDARG00000000638,vision
ENSDARG00000045677,vision
ENSDARG00000044279,vision
NA,vision
ENSDARG00000025504,vision
ENSDARG00000026820,vision
ENSDARG00000111853,vision
ENSDARG00000044199,vision
ENSDARG00000042529,vision
ENSDARG00000010454,vision
ENSDARG00000013393,vision
ENSDARG00000113862,vision
ENSDARG00000039215,vision
ENSDARG00000090454,vision
ENSDARG00000019902,vision
ENSDARG00000113661,vision
ENSDARG00000035798,vision
ENSDARG00000116914,vision
ENSDARG00000000380,vision
ENSDARG00000030758,vision
ENSDARG00000055534,vision
ENSDARG00000101567,vision
ENSDARG00000102558,vision
ENSDARG00000100397,vision
ENSDARG00000011545,vision
ENSDARG00000002696,vision
